,Unnamed: 0,business_status,formatted_address,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code,permanently_closed,price_level
10,10.0,OPERATIONAL,"Neumarkt Altstetten, Altstetterstrasse 145, 8048 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 2809, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116180020150389382557"">GILLET Nicolas</a>'], 'photo_reference': 'Aap_uEAeMZfdHMbYzkMb-ib8uOS26K9kedKMlwPlb43rMCi3cYS184BYTnSTQKnbwqrr03xheRACaLXnbUq1MuPF5lo8WWaRTpBrK-yLXrDZXE7mgODZW8hTr354dCt3P6veL5A4KkVwhs7Vuq1c6IGnkujic2Lg0nNWubzDn3vy37CiWrzu', 'width': 4608}]",ChIJhwIxe8gLkEcRG-YkJJT2BCk,4.4,ChIJhwIxe8gLkEcRG-YkJJT2BCk,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",1031,47.3882164,8.4873808,47.38963387989272,8.488422979892722,47.38693422010728,8.485723320107278,True,9FQP+7X Zürich,8FVC9FQP+7X,,
11,11.0,OPERATIONAL,"Scheffelstrasse 3, 8037 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115247243286740842210"">Mircea Cimpoi</a>'], 'photo_reference': 'Aap_uEDwBdI0znF8hRUP7kl2W21y0VOGRxsj4brZCmJJiwFTnSccc_UEx8RFBAuRex4a6iw5fJOkjR1cA0pZv46VvugjwI9JfvyvGyFbb9NaXx1v7mr5TdaNDMwHL-I__6MOxSQPNlVy1pnilgQ4jnOvPSfqP7el-vi2ITVWr7t4gjgO0-On', 'width': 3024}]",ChIJLxZ8OWkKkEcRoMGRw8QAStI,4.1,ChIJLxZ8OWkKkEcRoMGRw8QAStI,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",149,47.3936978,8.5292442,47.39503192989272,8.530678929892721,47.39233227010727,8.527979270107277,True,9GVH+FM Zürich,8FVC9GVH+FM,,
12,12.0,OPERATIONAL,"Löwenstrasse 31-35, 8001 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110381249715307152400"">Yanick L.</a>'], 'photo_reference': 'Aap_uEBuWrCOjCJ_UtquL6zwLMF8p04o7CdgyIW2GHUwPhfxv6r2wjkdsC-ehfJ7ACiYbJvt_Qz_QHkp6UrpoJiyNV3e5FgUjR4eqQhDHDnC4tfBKS50EZwfxebW_CfHdsUsOCUshvmUP0cGr5Ac5NzjabLNcBPpztmjf-z7mgxgzLHq8lAY', 'width': 4000}]",ChIJebvE0AUKkEcRli-dLu8vFaM,4.3,ChIJebvE0AUKkEcRli-dLu8vFaM,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",2092,47.37538319999999,8.5360797,47.37665627989272,8.537678979892721,47.37395662010727,8.534979320107277,True,9GGP+5C Zürich,8FVC9GGP+5C,,
13,13.0,OPERATIONAL,"Stockerstrasse 47, 8002 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 815, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112665430431628815107"">Paolo Missoni</a>'], 'photo_reference': 'Aap_uECSpejPDZco2nOshDtxvFWHS-SPOgSNwJLuhVe8_r8G5J4edzZzXvtERbiK1PjC1vIM274enNGKnZ9f_7EyQGyXdtV18I29Sv625JHlYRg1i5XRbdqhaJ4dgE7Fssm8tmU_f4QM7Kck9uRPNWbi-oDX5CR014Pvfv_4p_CI0J_YJl7J', 'width': 1440}]",ChIJKehoGAIKkEcRoe1kqchOW68,4.1,ChIJKehoGAIKkEcRoe1kqchOW68,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",121,47.3683421,8.5341709,47.36965767989272,8.53561527989272,47.36695802010728,8.532915620107277,True,9G9M+8M Zürich,8FVC9G9M+8M,,
14,14.0,OPERATIONAL,"Sihlpassage, 8004 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 2976, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106871465245330007342"">A Google User</a>'], 'photo_reference': 'Aap_uECq8yP_zhfiqYKpwNWJ3mw3Jbkvd9K1OnDyyQif0walEHawSbA8j6y6bCdg6uEuvN8Qvz2WFtgDAMf41Qgf0RXClIe7vhP-0kuLaemfhl_EsdLDgD57rJ52zqXQxzlgZNe0rJlT3RN72LznKmuSn6hjwRstmHTK9IGidsP_vsOjZ7GE', 'width': 3968}]",ChIJjx7_F9YLkEcRPih1Q_-rqP4,4.3,ChIJjx7_F9YLkEcRPih1Q_-rqP4,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",268,47.3784015,8.535615,47.37972157989272,8.537055329892722,47.37702192010728,8.534355670107278,True,9GHP+96 Zürich,8FVC9GHP+96,,
15,15.0,CLOSED_TEMPORARILY,"Altstetterstrasse 133, 8048 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,MIGROS Markthalle,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109325881275303332398"">Igor Bandalo</a>'], 'photo_reference': 'Aap_uEBE9Kv5X2IK-ufes5hnWzXAtVyl3Oyaq-T2lu8lY85QjQ75K3IK2cQtsM2RPgeUyxWyTM91DwnyoqCD-XXGvkAhntNjDSy3PoucRFkKRmdMmdhtQR4jOuGwjB-fAqAzQ6nfMVer3fg7dkpUJcAYmRGl3j752YeuaCBj2hOH2lowVEQJ', 'width': 4032}]",ChIJa2KRqqkLkEcRvP2wROxuDuU,4.7,ChIJa2KRqqkLkEcRvP2wROxuDuU,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",3,47.38900659999999,8.4869928,47.39035412989272,8.488218529892722,47.38765447010727,8.485518870107278,,9FQP+JQ Zürich,8FVC9FQP+JQ,True,
16,16.0,OPERATIONAL,"Badenerstrasse 339, 8004 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,migrolino fresh Zürich Albisriederplatz,"[{'height': 849, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102581478446121968696"">A Google User</a>'], 'photo_reference': 'Aap_uED1dvOid2_X6FOXKiYyIVS-zd-nC9l0Y7rb4bQzIon8kcN17XZ5idhekeBMbAv6CGXvCmO1JYXL2_NNWkni0KJEibnmacsYPV4nzH_XGlTSZCTd7G6-u5NlI1ITYpRLcx0k2a6GQNbjwH--uUCwsYCm7gliyJIgCSnF_dMevRLrPP4p', 'width': 1198}]",ChIJyQ0vB8QLkEcR0JgxrQCFjGM,4.0,ChIJyQ0vB8QLkEcR0JgxrQCFjGM,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",1,47.3778922,8.5108961,47.37926662989272,8.512293679892723,47.37656697010728,8.50959402010728,True,9GH6+59 Zürich,8FVC9GH6+59,,
17,17.0,OPERATIONAL,"Schaffhauserstrasse 75, 8057 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115807857100346430997"">Clemens Bornhauser</a>'], 'photo_reference': 'Aap_uEBPZzOowds7egFz1ffDrim8pMGjiuIw3vGzBXpZA5VAYoRZEPQam29T7Ghc4yo97tFBnJ3R07vmoxEI9HS1bAOETnhyFkgqF2Ha409rQUCTbEcseBh-QKGsghI8-s5yFae1rkZdgFTFSLr7mrB7Tq_2yVbn4KWP8PEBIrPr-LkQ3C_K', 'width': 3840}]",ChIJlRZDn3EKkEcRWFjwece2Dn4,4.0,ChIJlRZDn3EKkEcRWFjwece2Dn4,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",287,47.3925449,8.5384839,47.39389472989273,8.539833729892722,47.39119507010729,8.537134070107278,True,9GVQ+29 Zürich,8FVC9GVQ+29,,
18,18.0,OPERATIONAL,"ShopVille - Zürich Hauptbahnhof, 8001 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114458855869958623222"">Matvey Rakhlin</a>'], 'photo_reference': 'Aap_uEAGKSo3PKzbA-vU1gFvj_dkb8ARaz_17ppLi6pyRQvXW9hjc5fhSlahOA1PonMsNjfVunWoDH4XX7iRlZHmMBCqlBXl9fs2fbKM-aSWnFQQLZ5asuzYsszWaY8Twvg7Qc_rO4UF1KfXMMan9QtFJZBlIYyIPT9bKgZas3esAwd-A1F0', 'width': 4032}]",ChIJIZbEjggKkEcRw__ZfGwKmTA,4.2,ChIJIZbEjggKkEcRw__ZfGwKmTA,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",162,47.3770993,8.5393882,47.37850612989273,8.540598779892722,47.37580647010729,8.537899120107278,True,9GGQ+RQ Zürich,8FVC9GGQ+RQ,,
19,19.0,OPERATIONAL,"BRUNAUPARK, Giesshübelstrasse 65, 8045 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102039865497732683085"">Ирина Бенцлер</a>'], 'photo_reference': 'Aap_uEArVUu36cJuEfFe4romtFDcbrxA2A_seyq-bKKHVr7TqNWNkHllti7hVC3ZDxBeVgwVdUz_SzmPcpuHl2DZZ3yDoNM1dVobChqZjRBnSj77sWDJgITuktgutNAx6rcYcskWQdtT4X88iyQ4M-vhdxB89zpOKTX7JbthV-bY0jI1f5EB', 'width': 4160}]",ChIJj0lFi-0JkEcRhd1Rz4cxhXc,4.3,ChIJj0lFi-0JkEcRhd1Rz4cxhXc,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",726,47.35838589999999,8.517647199999999,47.35984097989272,8.519047979892722,47.35714132010727,8.516348320107278,True,9G59+93 Zürich,8FVC9G59+93,,
22,2.0,OPERATIONAL,"Hauptbahnhof, 8001 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116379173594331608442"">Helena Veg</a>'], 'photo_reference': 'Aap_uECDThKSarNB7LH7dbqx5DQ8Rm0-J0dTVvLqN0T4LUdEXjsUOz_C_HchRKFhUFpYFVI_3LgzmS2OANbPjq0AspUiFMwcIVs4as56woa4bypcRucD10OLilBG-4Ej_xjismZLVpVRS-BXDDqaSllF77jYFiYP35kDJGFayaFSTRKMTHN6', 'width': 4032}]",ChIJS6CT8QgKkEcRwqhtQkVOTUI,4.2,ChIJS6CT8QgKkEcRwqhtQkVOTUI,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",1567,47.3775067,8.5394685,47.37951244999998,8.541694199999998,47.37637785000002,8.5381806,True,9GHQ+2Q Zürich,8FVC9GHQ+2Q,,
26,6.0,OPERATIONAL,"Zollstrasse 6, 8005 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt (mit Daily Produkten),"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112665430431628815107"">Paolo Missoni</a>'], 'photo_reference': 'Aap_uEBqUH0yIop7pENQ5FAUhxKl8ZWbYAsicrhlQGK71uqORB-BC7-4VfqBdlrRpl6oTc6InftTJe_RAoolkiQGQiBZWSWG7X-33p6qxIdtTZAZffigPeMrvVP8ApvpcSx7-mDjwWRx7VFyMdTVq9Swhob_ve9P64EEttxyk-MmSjpYWpjY', 'width': 5312}]",ChIJRdQI-WgLkEcRmzFe5a0pjkY,4.5,ChIJRdQI-WgLkEcRmzFe5a0pjkY,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",72,47.3798176,8.5369492,47.38119662989272,8.538243479892724,47.37849697010728,8.53554382010728,True,9GHP+WQ Zürich,8FVC9GHP+WQ,,
27,7.0,OPERATIONAL,"Regensdorferstrasse 20, 8049 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115144725611450911355"">A Google User</a>'], 'photo_reference': 'Aap_uEBxXdklTM9Ul5nV05L8zO0LhpMIdkl6eDygtFCNQeWbfRZDg_0PvkIORIpr55V4OoLmAC2FeYS74U4PaMy232jj-Vf-tBDS1GzxzBuYNBRIVZUjdRQktOp0QybAoXpgnfL0dia_J3uD9LV5YryzKFmrp2QwGu9WkQY6epKvmnz_IWAo', 'width': 4608}]",ChIJ92HZaqwLkEcReaQdY-aJ7WQ,4.3,ChIJ92HZaqwLkEcReaQdY-aJ7WQ,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",318,47.40375450000001,8.4971895,47.40504917989272,8.498462729892722,47.40234952010727,8.495763070107278,True,CF3W+GV Zürich,8FVCCF3W+GV,,
28,8.0,OPERATIONAL,"Löwenstrasse 35, 8001 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Billett-Service Migros,,ChIJwdBe3AUKkEcRCwqNrjXlXBM,4.0,ChIJwdBe3AUKkEcRCwqNrjXlXBM,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",1,47.3752656,8.536159999999999,47.37659882989272,8.537720029892723,47.37389917010727,8.53502037010728,,9GGP+4F Zürich,8FVC9GGP+4F,,
